Symbol,Company Name,EPS Growth CFY*,EPS Growth NFY*,Revenue Growth CFY*,Revenue Growth NFY*,Dividend Yield,Dividend Growth 5 Year
BTWN,Bridgetown Holdings Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BWB,Bridgewater Bancshares Inc,11.04%,3.51%,19.88%,12.27%,0.00%,0.00%
BRID,Bridgford Foods Corporation,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MNRL,Brigham Minerals Inc,0.00%,0.00%,0.00%,0.00%,5.60%,0.00%
BGXX,Bright Green Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BHG,Bright Health Group Inc,48.68%,52.26%,71.97%,13.65%,0.00%,0.00%
,Bright Horizons Family Solutions Inc,31.66%,30.53%,13.97%,10.97%,0.00%,0.00%
BLTS,Bright Lights Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BMTM,Bright Mountain Media Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BEDU,Bright Scholar Education Holdngs Ltd-ADR,0.00%,0.00%,0.00%,0.00%,13.19%,0.00%
BCOV,Brightcove Inc,-30.00%,10.71%,0.89%,2.30%,0.00%,0.00%
BHF,Brighthouse Financial Inc,-53.77%,48.49%,-13.80%,0.02%,0.00%,0.00%
BSIG,BrightSphere Investment Group Inc,18.30%,4.42%,-17.11%,-5.22%,0.21%,-34.02%
BRSP,Brightspire Capital Inc,0.00%,0.00%,0.00%,0.00%,9.06%,0.00%
BV,Brightview Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BRLI,Brilliant Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BRLT,Brilliant Earth Group Inc,-27.27%,75.00%,22.85%,26.76%,0.00%,0.00%
,Brink's Company,19.37%,14.46%,8.96%,3.96%,1.40%,13.40%
EAT,"Brinker International, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BMY,Bristol-Myers Squibb Co,0.00%,6.92%,-0.76%,3.59%,2.90%,5.22%
VTOL,Bristow Group Inc,131.40%,62.31%,2.99%,7.90%,0.00%,0.00%
BTI,British American Tobacco PLC (ADR),0.00%,0.00%,0.00%,0.00%,8.94%,4.24%
BTLCY,British Land Company PLC,0.00%,0.00%,0.00%,0.00%,4.89%,0.00%
BRX,Brixmor Property Group Inc,1.11%,0.00%,3.99%,3.38%,4.07%,-1.77%
BRAC,Broad Capital Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BRST,Broad Street Realty Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AVGO,Broadcom Inc,31.81%,8.59%,19.85%,5.74%,3.01%,49.32%
BRMK,Broadmark Realty Capital Inc,-5.63%,10.45%,0.37%,11.90%,12.43%,0.00%
BR,"Broadridge Financial Solutions, Inc.",9.29%,7.08%,5.88%,4.11%,1.51%,13.90%
SCLE,Broadscale Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BNL,Broadstone Net Lease Inc,0.00%,0.00%,0.00%,0.00%,5.15%,0.00%
BYFC,Broadway Financial Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BWEN,Broadwind Inc,0.00%,70.73%,27.07%,7.41%,0.00%,0.00%
BROG,Brooge Energy Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BKD,"Brookdale Senior Living, Inc.",-142.59%,9.16%,2.92%,5.09%,0.00%,0.00%
BAM,Brookfield Asset Management Inc,23.43%,18.98%,12.22%,6.21%,1.05%,8.45%
BAMR,Brookfield Asset Managmnt Rnsce Pnrs Ltd,0.00%,0.00%,0.00%,0.00%,1.04%,0.00%
BIPC,Brookfield Infrastructure Corp,0.00%,0.00%,0.00%,0.00%,3.02%,0.00%
BIP,Brookfield Infrastructure Partners L.P.,-52.59%,80.00%,12.65%,9.82%,3.47%,5.65%
RA,Brookfield Real Assets Income Fund Inc,0.00%,0.00%,0.00%,0.00%,12.12%,0.00%
BEPC,Brookfield Renewable Corp,0.00%,0.00%,0.00%,0.00%,3.05%,0.00%
BRKL,"Brookline Bancorp, Inc.",-8.78%,11.85%,7.62%,17.16%,3.75%,5.92%
BTX,Brooklyn Immunotherapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BRO,"Brown & Brown, Inc.",6.39%,10.30%,18.08%,12.66%,0.62%,8.63%
BF/B,Brown-Forman Corporation,13.22%,9.64%,4.61%,5.39%,1.00%,5.47%
BWMG,Brownie's Marine Group Inc.,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BRP^K09,BRP Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BRT,BRT Apartments Corp,-76.54%,0.00%,69.58%,26.88%,4.21%,0.00%
BRKR,Bruker Corporation,9.52%,10.43%,3.79%,5.00%,0.32%,0.00%
BRBW,Brunswick Bancorp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BC,Brunswick Corporation,23.67%,9.86%,19.96%,5.80%,1.74%,15.70%
BRSH,Bruush Oral Care Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BSQR,BSQUARE Corporation,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BTBD,BT Brands Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BTCS,BTCS Inc,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%
BTRS,Btrs Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BKE,Buckle Inc,-3.49%,6.63%,5.37%,3.70%,4.32%,5.22%
BGSX,Build Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BBW,"Build-A-Bear Workshop, Inc",16.46%,5.43%,10.44%,5.43%,0.00%,0.00%
BLDR,"Builders FirstSource, Inc.",51.07%,-48.43%,11.21%,-17.19%,0.00%,0.00%
BHSE,Bull Horn Holdings Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BPAC,Bullpen Parlay Acquisition Co,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BMBL,Bumble Inc,-92.18%,142.86%,21.00%,23.29%,0.00%,0.00%
BG,Bunge Ltd,-1.01%,-7.34%,16.36%,-3.93%,2.54%,5.08%
BHLL,Bunker Hill Mining Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BZLFY,Bunzl plc (ADR),-47.75%,-6.03%,-48.34%,-0.34%,1.85%,5.38%
BFI,Burgerfi International Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BHRB,Burke & Herbert Bank & Trust Co,0.00%,0.00%,0.00%,0.00%,4.08%,1.57%
BURL,Burlington Stores Inc,-30.20%,34.75%,-2.69%,10.98%,0.00%,0.00%
BURCA,Burnham Holdings Inc,0.00%,0.00%,0.00%,0.00%,6.29%,0.00%
BNR,Burning Rock Biotech Ltd(ADR),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BRKH,BurTech Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BZYR,Burzynski Research Institute Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BFST,Business First Bancshares Inc,0.00%,0.00%,0.00%,0.00%,1.97%,0.00%
BUKS,Butler National Corporation,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BFLY,Butterfly Network Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BZFD,Buzzfeed Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BVFL,BV Financial Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BWXT,BWX Technologies Inc,3.59%,-0.63%,6.07%,4.54%,1.63%,18.47%
BY,Byline Bancorp Inc,0.00%,0.00%,0.00%,0.00%,1.51%,0.00%
BYLG,Bylog Group Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BYNO,Bynordic Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
BYRN,Byrna Technologies Inc,0.00%,0.00%,29.57%,39.22%,0.00%,0.00%
BYTS,BYTE Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CFFI,C&F Financial Corp,0.00%,0.00%,0.00%,0.00%,3.13%,4.30%
CBNT,C-Bond Systems Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
OOGI,C2e Energy Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
AI,C3.ai Inc,-4.11%,26.32%,23.16%,26.80%,0.00%,0.00%
CCCC,C4 Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CXAC,C5 Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CABA,Cabaletta Bio Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CABO,Cable One Inc,36.72%,-7.54%,7.13%,1.88%,0.82%,11.84%
CBT,Cabot Corp,22.51%,18.05%,23.02%,9.57%,1.99%,6.13%
CACI,CACI International Inc,5.73%,8.71%,6.25%,4.18%,0.00%,0.00%
CCTS,Cactus Acquisition Corp 1 Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
WHD,Cactus Inc,0.00%,0.00%,0.00%,0.00%,1.05%,0.00%
CADE,Cadence Bank,0.00%,0.00%,0.00%,0.00%,3.20%,12.62%
CDNS,Cadence Design Systems Inc,24.92%,11.68%,16.95%,9.03%,0.00%,0.00%
CDZI,Cadiz Inc,31.17%,13.21%,371.99%,82.57%,0.00%,0.00%
CDRE,Cadre Holdings Inc,0.00%,0.00%,0.00%,0.00%,1.19%,0.00%
CSOC,Caduceus Software Systems Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CAE,Cae Inc (USA),7.14%,52.22%,19.76%,9.64%,0.00%,0.00%
CZR,Caesars Entertainment Inc,27.54%,0.00%,12.04%,6.33%,0.00%,0.00%
CSTE,Caesarstone Ltd,15.66%,16.67%,11.93%,7.71%,3.41%,0.00%
COFE,Cafe Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CALM,Cal-Maine Foods Inc,93.38%,-56.65%,17.66%,-12.74%,1.67%,0.00%
,Caladrius Biosciences Inc,34.00%,-3.03%,0.00%,0.00%,0.00%,0.00%
CHI,Calamos Conv. Opptys. & Income Fund,0.00%,0.00%,0.00%,0.00%,8.88%,0.00%
CHY,Calamos Convertible & Hi Income Fund,0.00%,0.00%,0.00%,0.00%,9.01%,-0.76%
,Calamos Dynamic Convertible & Incm Fd,0.00%,0.00%,0.00%,0.00%,9.41%,2.47%
CHW,Calamos Global Dynamic Income Fund,0.00%,0.00%,0.00%,0.00%,10.80%,0.00%
CGO,Calamos Global Total Return Fund,0.00%,0.00%,0.00%,0.00%,10.17%,0.00%
CPZ,Calamos Long/Shrt Eqty&DycIncmTrmTst,0.00%,0.00%,0.00%,0.00%,9.24%,0.00%
CSQ,Calamos Strategic Total Return Fund,0.00%,0.00%,0.00%,0.00%,7.90%,0.00%
CAMP,CalAmp Corp.,0.00%,0.00%,-5.29%,9.92%,0.00%,0.00%
CVGW,"Calavo Growers, Inc.",191.43%,101.96%,17.59%,3.98%,2.66%,7.53%
CMCL,Caledonia Mining Corporation Plc (USA),0.00%,0.00%,0.00%,0.00%,5.19%,14.87%
CAL,Caleres Inc,1.17%,8.06%,3.97%,3.80%,0.94%,0.00%
CALB,California BanCorp,37.89%,15.77%,21.05%,13.18%,0.00%,0.00%
CFNB,California First Leasing Corp,0.00%,0.00%,0.00%,0.00%,3.34%,4.18%
CRC,California Resources Corp,0.00%,0.00%,0.00%,0.00%,1.50%,0.00%
CWT,California Water Service Group,-5.61%,8.11%,4.73%,4.48%,1.63%,5.92%
CAEN,California-Engels Mining Company,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CALA,Calithera Biosciences Inc,34.89%,22.42%,-92.31%,-100.00%,0.00%,0.00%
CALX,Calix Inc,-36.69%,30.68%,20.65%,14.29%,0.00%,0.00%
ELY,Callaway Golf Co,7.69%,13.10%,26.50%,9.65%,0.00%,0.00%
CPE,Callon Petroleum Company,91.14%,12.82%,43.83%,-3.25%,0.00%,0.00%
CLWY,"Calloway's Nursery, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CLMT,"Calumet Specialty Products Partners, L.P",68.73%,0.00%,37.26%,-6.30%,0.00%,0.00%
TYCB,"Calvin B. Taylor Bankshares, Inc.",0.00%,0.00%,0.00%,0.00%,3.21%,-15.25%
CLXT,Calyxt Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CEI,Camber Energy Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CMBM,Cambium Networks Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CATC,Cambridge Bancorp,0.26%,14.69%,7.33%,17.78%,3.08%,4.68%
CAC,Camden National Corporation,-4.57%,3.64%,2.32%,4.25%,3.38%,12.00%
CPT,Camden Property Trust,390.48%,-69.42%,24.13%,9.82%,2.62%,2.39%
CCJ,Cameco Corp (USA),0.00%,197.14%,25.48%,27.60%,0.37%,-30.69%
CPB,Campbell Soup Company,-4.70%,2.46%,0.84%,2.57%,2.95%,3.19%
CWH,Camping World Holdings Inc,-25.87%,-13.92%,0.42%,-1.09%,7.27%,79.24%
CAMT,Camtek LTD.,14.47%,0.55%,18.95%,4.75%,0.00%,0.00%
CANB,Can B Corp,81.24%,0.00%,248.35%,123.48%,0.00%,0.00%
CAN,Canaan Inc - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CM,Canadian Imperial Bank of Commerce (USA),2.76%,1.75%,9.46%,6.54%,4.94%,4.22%
CNI,Canadian National Railway (USA),20.71%,10.32%,15.47%,4.45%,1.81%,10.40%
CNQ,Canadian Natural Resources Ltd (USA),97.44%,-14.51%,48.47%,-18.13%,4.15%,16.27%
CSIQ,Canadian Solar Inc,79.65%,62.56%,37.37%,11.06%,0.00%,0.00%
CRCUF,Canagold Resources Ltd (USA),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CVVUF,CanAlaska Uranium Ltd (USA),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CANQF,CanaQuest Medical Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CADL,Candel Therapeutics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CANG,Cango Inc - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CNNA,Cann American Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CNGL,Canna-Global Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CBGL,Cannabis Global Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CBDS,Cannabis Sativa Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CSUI,Cannabis Suisse Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CNNE,Cannae Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CPMD,Cannapharmarx Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CNNC,Cannonau Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CANO,Cano Health Inc,36.36%,85.71%,77.40%,29.22%,0.00%,0.00%
CAJ,Canon Inc (ADR),6.42%,1.51%,-6.50%,-0.26%,3.47%,-10.03%
GOEV,Canoo Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CTLP,Cantaloupe Inc,85.71%,0.00%,21.90%,12.69%,0.00%,0.00%
CPHC,Canterbury Park Holding Corp,0.00%,0.00%,0.00%,0.00%,1.34%,0.00%
CGEMY,Capgemini SE (ADR),0.00%,0.00%,0.00%,0.00%,1.21%,0.00%
CBNK,Capital Bancorp Inc,2.82%,9.59%,1.82%,10.34%,0.96%,0.00%
CCBG,"Capital City Bank Group, Inc.",10.19%,23.95%,4.21%,10.74%,1.95%,29.54%
COF,Capital One Financial Corp.,-25.91%,-8.42%,10.43%,6.32%,2.08%,4.56%
CPLP,Capital Product Partners L.P.,59.64%,9.17%,57.27%,13.93%,4.10%,-34.21%
CPTP,Capital Properties Inc,0.00%,0.00%,0.00%,0.00%,2.40%,0.00%
CSWC,Capital Southwest Corporation,8.02%,5.45%,23.51%,13.89%,9.68%,25.29%
CMCA,Capitalworks Emerging Mark Acq Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CFFN,"Capitol Federal Financial, Inc.",16.67%,-4.76%,-4.84%,4.80%,3.45%,0.00%
CPRI,Capri Holdings Ltd,9.18%,7.82%,3.55%,6.47%,0.00%,0.00%
CAPR,Capricor Therapeutics Inc,-31.03%,-11.40%,432.79%,200.00%,0.00%,0.00%
CSTR,Capstar Financial Holdings Inc,-12.73%,7.29%,-6.49%,9.34%,1.89%,0.00%
CAPC,Capstone Companies Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CGRN,Capstone Green Energy Corp,59.85%,87.27%,21.69%,24.01%,0.00%,0.00%
CATG,Capstone Technologies Group Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CAPS,Capstone Therapeutics Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CARA,Cara Therapeutics Inc,28.74%,83.87%,174.51%,137.26%,0.00%,0.00%
CRDF,Cardiff Oncology Inc,-42.47%,-40.38%,-26.18%,-53.21%,0.00%,0.00%
CAH,Cardinal Health Inc,5.14%,14.10%,6.97%,6.12%,3.00%,4.66%
CSII,Cardiovascular Systems Inc,28.72%,23.88%,9.44%,10.38%,0.00%,0.00%
,Cardlytics Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
MTBC,CareCloud Inc,20.78%,16.39%,1.75%,5.79%,0.00%,0.00%
CDNA,CareDx Inc,0.00%,85.19%,10.87%,13.21%,0.00%,0.00%
CMAX,Caremax Inc,-223.08%,59.52%,92.60%,23.87%,0.00%,0.00%
CTRE,Caretrust REIT Inc,-64.86%,280.77%,-1.57%,3.50%,5.04%,9.28%
CRVW,CareView Communications Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CARG,CarGurus Inc,-15.82%,11.28%,104.44%,32.44%,0.00%,0.00%
CRBU,Caribou Biosciences Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CSL,"Carlisle Companies, Inc.",110.59%,5.68%,39.52%,5.61%,0.96%,10.38%
LOTZ,Carlotz Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CABGY,Carlsberg A/S - ADR,0.00%,0.00%,0.00%,0.00%,2.67%,0.00%
,Carlyle Group Inc,-18.96%,7.14%,-15.15%,13.08%,3.35%,-9.86%
CGBD,Carlyle Secured Lending Inc,0.00%,0.00%,0.00%,0.00%,9.42%,-5.29%
KMX,"CarMax, Inc",-19.37%,7.83%,6.13%,1.41%,0.00%,0.00%
CDJM,Carnegie Development Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CTAQ,Carney Technology Acquisition Corp. II,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CCL,Carnival Corp,48.30%,0.00%,612.05%,62.09%,0.00%,0.00%
CUK,Carnival plc (ADR),0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PRTS,Carparts.Com Inc,75.00%,60.00%,14.75%,16.09%,0.00%,0.00%
CRS,Carpenter Technology Corporation,0.00%,34.23%,24.59%,9.49%,2.19%,2.13%
CSV,"Carriage Services, Inc.",11.26%,-6.55%,1.77%,3.62%,1.18%,22.42%
CARR,Carrier Global Corp,0.00%,0.00%,0.00%,0.00%,1.39%,0.00%
TAST,Carrols Restaurant Group Inc,-60.47%,44.93%,3.23%,3.25%,0.00%,0.00%
CARS,Cars.com Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CARE,Carter Bankshares Inc,51.67%,8.79%,7.02%,12.30%,0.00%,0.00%
CRI,"Carter's, Inc.",-8.13%,8.16%,-5.49%,2.35%,3.61%,1.18%
GLBL,Cartesian Growth Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
RENE,CARTESIAN GROWTH CORPORATION II,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CITE,Cartica Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CVNA,Carvana Co,-373.62%,49.22%,20.84%,23.00%,0.00%,0.00%
CARV,Carver Bancorp Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CASA,Casa Systems Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CCAI,Cascadia Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CWST,Casella Waste Systems Inc.,18.89%,17.76%,17.49%,7.94%,0.00%,0.00%
CASY,Casey's General Stores Inc,-2.64%,11.51%,31.22%,1.39%,0.74%,7.98%
CSHX,Cashmere Valley Bank,0.00%,0.00%,0.00%,0.00%,3.27%,0.00%
CASI,CASI Pharmaceuticals Inc,18.52%,31.36%,33.31%,68.79%,0.00%,0.00%
CASS,Cass Information Systems,0.00%,0.00%,0.00%,0.00%,3.07%,10.08%
SAVA,Cassava Sciences Inc,-135.37%,21.76%,0.00%,0.00%,0.00%,0.00%
CSTL,Castle Biosciences Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CTRM,Castor Maritime Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CTLT,Catalent Inc,25.00%,9.47%,21.31%,8.74%,0.00%,0.00%
CLST,Catalyst Bancorp Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CBIO,Catalyst Biosciences Inc,64.11%,50.49%,-87.78%,-44.26%,0.00%,0.00%
CPAR,Catalyst Partners Acquisition Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CPRX,Catalyst Pharmaceuticals Inc,83.78%,20.59%,44.06%,16.48%,0.00%,0.00%
CHAA,Catcha Investment Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CTT,Catchmark Timber Trust Inc,0.00%,"-1,100.00%",-15.94%,3.20%,2.71%,-1.96%
CAT,Caterpillar Inc.,15.91%,10.61%,12.81%,5.45%,2.47%,6.80%
CATY,Cathay General Bancorp,23.62%,9.34%,19.76%,9.27%,3.10%,11.11%
CPCAY,Cathay Pacific Airways Ltd - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CATO,Cato Corp,0.00%,0.00%,0.00%,0.00%,5.44%,-18.99%
CVCO,"Cavco Industries, Inc.",16.26%,3.91%,39.26%,-11.92%,0.00%,0.00%
CVAT,"Cavitation Technologies, Inc.",0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CZOO,Cazoo Group Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CBFV,CB Financial Services Inc,-15.35%,40.11%,-8.61%,9.81%,4.27%,1.76%
CBAT,CBAK Energy Technology Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
YCBD,cbdMD Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CBZ,"CBIZ, Inc.",46.21%,24.87%,22.88%,5.95%,0.00%,0.00%
CBL,"CBL & Associates Properties, Inc.",0.00%,0.00%,0.00%,0.00%,3.14%,0.00%
CBOE,Cboe Global Markets Inc,6.12%,3.43%,13.87%,5.10%,1.63%,13.40%
IGR,CBRE Global Real Estate Income Fund,0.00%,0.00%,0.00%,0.00%,8.89%,0.00%
CBRE,CBRE Group Inc,12.38%,3.67%,14.78%,6.14%,0.00%,0.00%
,CBTX Inc,27.87%,34.19%,78.72%,77.97%,1.62%,0.00%
PRPC,CC Neuberger Principal Holdings III,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CAWW,CCA Industries Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CCCS,CCC Intelligent Solutions Holdings Inc,26.09%,13.79%,12.66%,8.73%,0.00%,0.00%
CCFN,CCFNB Bancorp Inc,0.00%,0.00%,0.00%,0.00%,3.36%,2.58%
CCUR,CCUR Holdings Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CDTI,CDTi Advanced Materials Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CD/WD,CDW Corp,21.33%,9.62%,17.71%,5.61%,1.14%,28.64%
CEAD,CEA Industries Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CECE,CECO Environmental Corp.,110.71%,18.64%,19.76%,5.02%,0.00%,0.00%
FUN,"Cedar Fair, L.P.",0.00%,0.00%,34.65%,2.97%,2.75%,0.00%
CDR,Cedar Realty Trust Inc,0.00%,0.00%,0.00%,0.00%,0.00%,-27.52%
CVM,CEL-SCI Corporation,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CE,Celanese Corporation,0.00%,-12.09%,12.31%,-1.58%,2.34%,14.53%
CELC,Celcuity Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CLS,Celestica Inc,31.54%,8.77%,19.55%,6.54%,0.00%,0.00%
CMXC,Cell MedX Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CLCS,Cell Source Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CLDX,"Celldex Therapeutics, Inc.",-22.56%,-17.91%,-73.60%,12.38%,0.00%,0.00%
CLBT,Cellebrite DI Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CLRB,Cellectar Biosciences Inc,-3.72%,23.32%,0.00%,0.00%,0.00%,0.00%
CLLS,Cellectis SA (ADR),15.29%,4.63%,-40.64%,18.80%,0.00%,0.00%
CLSN,Celsion Corporation,-42.86%,14.07%,-18.80%,-69.21%,0.00%,0.00%
CELH,"Celsius Holdings, Inc.",200.00%,680.00%,95.56%,48.71%,0.00%,0.00%
CELU,Celularity Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CPAC,Cementos Pacasmayo ADR,84.78%,-60.00%,10.92%,1.56%,19.76%,22.62%
CX,Cemex SAB de CV (ADR),"1,040.00%",7.02%,8.30%,4.17%,0.00%,0.00%
CETX,Cemtrex Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CENQ,CENAQ Energy Corp,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CNGO,Cengage Learning Holdings II Inc,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CENN,Cenntro Electric Group Ltd,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CVE,Cenovus Energy Inc (US),"1,577.78%",9.71%,54.26%,-10.62%,1.77%,-0.76%
CNC,Centene Corp,10.68%,10.70%,13.89%,-0.97%,0.00%,0.00%
CDEV,Centennial Resource Development Inc,297.83%,33.88%,103.39%,64.20%,0.00%,0.00%
CNP,CenterPoint Energy Inc,-15.85%,8.70%,2.52%,1.36%,2.26%,-8.80%
CSR,Centerspace,-221.28%,56.95%,25.99%,7.50%,3.34%,0.00%
CNTA,Centessa Pharmaceuticals PLC - ADR,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CNTG,Centogene NV,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
CEE,Central and Eastern Europe Fund Inc,0.00%,0.00%,0.00%,0.00%,10.13%,0.00%
CENT,Central Garden & Pet Co,-2.40%,6.32%,1.69%,0.86%,0.00%,0.00%
CPF,Central Pacific Financial Corp.,-10.25%,-0.79%,2.47%,8.70%,4.35%,9.86%
CET,Central Securities Corp.,0.00%,0.00%,0.00%,0.00%,2.24%,33.75%
CVCY,Central Valley Community Bancorp,0.00%,6.06%,10.71%,7.53%,2.77%,14.87%
LEU,Centrus Energy Corp,-63.08%,-13.89%,-12.49%,7.76%,0.00%,0.00%
CENX,Century Aluminum Co,0.00%,720.83%,28.31%,-13.03%,0.00%,0.00%
CNTY,"Century Casinos, Inc.",-10.61%,42.37%,11.72%,17.07%,0.00%,0.00%
