Symbol,Company Name,P/E Ratio (TTM)*,PEG Ratio,Price/Sales Ratio,Price/Book Ratio,Price/Cash Flow,Debt to Capital,Return on Equity,Return on Assets
PLNT,Planet Fitness Inc,105.21x,4.87074,9.38x,0.00x,44.30x,112.88x,0.00%,2.86%
PLAG,Planet Green Holdings Corp,--,,1.10x,0.74x,0.00x,11.45x,-22.29%,-13.92%
PL,Planet Labs PBC,--,,0.00x,2.56x,0.00x,0.00x,0.00%,0.00%
POLY,Plantronics Inc,111.33x,,1.04x,85.24x,10.44x,98.67x,0.00%,0.73%
PTOI,Plastic2Oil Inc,--,,0.00x,0.00x,0.00x,0.00x,0.00%,-226.15%
PMDP,Plateau Mineral Development Inc,--,,0.02x,0.00x,0.00x,440.25x,0.00%,0.00%
PLG,Platinum Group Metals Limited (USA),--,,0.00x,4.18x,0.00x,0.12x,-54.65%,-20.38%
PLYA,Playa Hotels & Resorts NV,20.08x,,1.58x,1.70x,8.63x,60.82x,9.03%,2.95%
AGS,Playags Inc,--,,0.76x,5.94x,4.10x,93.85x,-53.07%,-3.09%
MYPS,Playstudios Inc,--,,1.80x,1.71x,21.64x,0.00x,-2.70%,-2.36%
PLTK,Playtika Holding Corp,16.35x,,1.89x,0.00x,10.70x,108.20x,0.00%,10.95%
PLBY,Plby Group Inc,--,,0.96x,0.59x,0.00x,34.01x,-21.57%,-9.52%
PHI,PLDT Inc (ADR),12.42x,,1.93x,0.00x,3.86x,68.65x,24.57%,4.85%
PLXS,Plexus Corp.,22.33x,,0.74x,2.49x,14.36x,29.12x,11.65%,4.38%
PLRX,Pliant Therapeutics Inc,--,,108.52x,5.37x,0.00x,9.95x,-55.76%,-49.61%
PLUG,Plug Power Inc,--,,27.83x,3.84x,0.00x,12.00x,-13.73%,-10.92%
PLMI,Plum Acquisition I Corp,40.93x,,0.00x,1.31x,0.00x,0.17x,3.34%,3.09%
PLBC,Plumas Bancorp,8.07x,,2.99x,1.62x,7.41x,0.00x,21.06%,1.63%
PLUR,Pluri Inc,--,,150.68x,0.93x,0.00x,36.35x,-88.22%,-59.20%
PSTV,Plus Therapeutics Inc,--,,0.00x,1.25x,0.00x,38.37x,-159.79%,-82.07%
PLXP,PLx Pharma Inc,--,,6.88x,2.73x,0.00x,0.00x,-134.71%,-60.83%
PLYM,Plymouth Industrial Reit Inc,--,,4.94x,1.87x,14.65x,62.20x,-8.42%,-1.40%
PMVC,PMV Consumer Acquisition Corp,20.00x,,0.00x,1.31x,0.00x,0.00x,6.78%,6.17%
PMVP,PMV Pharmaceuticals Inc,--,,0.00x,2.83x,0.00x,0.00x,-22.48%,-21.06%
PNC,PNC Financial Services Group Inc,13.27x,2.36851,3.45x,1.46x,9.96x,0.00x,10.52%,1.04%
PNM,PNM Resources Inc,26.85x,4.22859,2.16x,1.96x,8.30x,65.23x,7.39%,2.01%
PCNT,Point of Care Nano-Technology Inc,--,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
POLA,Polar Power Inc,--,,2.58x,2.02x,0.00x,1.99x,-2.81%,-2.31%
PII,Polaris Inc,17.34x,,0.88x,6.58x,10.85x,65.26x,38.07%,8.56%
PTE,Polarityte Inc,--,,1.28x,0.35x,0.00x,8.15x,-71.74%,-38.00%
PSNY,Polestar Automotive Holding Uk Plc,--,,15.11x,164.94x,0.00x,85.68x,0.00%,0.00%
POL,Polished.Com Inc,6.77x,,0.29x,0.68x,5.47x,20.85x,17.42%,8.22%
POLXF,Polydex Pharmaceuticals Ltd,--,,0.57x,0.43x,15.51x,5.72x,-2.24%,-1.91%
PLM,Polymet Mining Corp (USA),--,,0.00x,0.84x,0.00x,15.19x,-5.69%,-4.36%
PYPD,Polypid Ltd,--,,0.00x,6.22x,0.00x,32.23x,-124.10%,-98.02%
PDLB,Ponce Financial Group Inc,13.23x,,2.58x,0.46x,19.93x,0.00x,3.18%,0.61%
PONO,PONO Capital Corp,19.80x,,0.00x,1.36x,0.00x,0.00x,11.24%,10.66%
PTWOU,Pono Capital Two Inc,0.00x,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
PNTM,Pontem Corp,94.20x,,0.00x,1.31x,0.00x,0.09x,1.43%,1.34%
PNYG,Pony Group Inc,--,,355.68x,0.00x,0.00x,0.00x,0.00%,-72.45%
POOL,Pool Corporation,19.80x,,2.56x,12.32x,18.61x,56.49x,73.78%,25.21%
CPOP,Pop Culture Group Co Ltd,11.25x,,1.14x,0.68x,13.95x,9.27x,7.17%,4.86%
BPOP,Popular Inc,7.07x,,2.26x,1.41x,6.42x,0.00x,17.41%,1.22%
PHIC,Population Health Investment Co Inc,35.94x,,0.00x,1.31x,0.00x,0.18x,3.72%,3.44%
PRCH,Porch Group Inc,--,,1.15x,1.44x,0.00x,67.68x,-26.83%,-6.05%
PRTG,Portage Biotech Inc,--,,0.00x,0.89x,0.00x,0.00x,-15.15%,-10.38%
PFTA,Portage Fintech Acquisition Corp,20.17x,,0.00x,1.27x,0.00x,0.00x,11.40%,10.78%
ULNV,Porter Holding International Inc,--,,4239.45x,0.00x,0.00x,0.00x,0.00%,-37.10%
PTLO,Portillos Inc,--,,3.33x,10.26x,0.00x,41.80x,-7.75%,-1.65%
POR,Portland General Electric Company,20.19x,4.9246,1.96x,1.76x,7.53x,56.83x,8.89%,2.54%
PTMN,Portman Ridge Finance Corp,9.20x,,2.96x,0.83x,0.00x,55.52x,8.85%,3.63%
PKX,Posco Holdings Inc (ADR),2.69x,,0.27x,0.37x,1.87x,30.25x,15.01%,8.78%
PSTX,Poseida Therapeutics Inc,--,,9.44x,2.26x,0.00x,35.86x,-87.39%,-49.77%
POSH,Poshmark Inc,--,,2.96x,2.40x,0.00x,0.00x,-9.18%,-6.14%
PPHI,Positive Physicians Holdings Inc,--,,1.22x,0.43x,24.26x,0.04x,-0.73%,-0.34%
POSC,Positron Corp,--,,14.77x,0.00x,0.00x,0.00x,0.00%,-61.35%
POST,Post Holdings Inc,7.85x,0.45105,0.86x,1.51x,4.43x,61.91x,21.87%,6.40%
PSPC,Post Holdings Partnering Corp,40.11x,,0.00x,0.26x,0.00x,0.00x,6.37%,6.04%
PSTL,Postal Realty Trust Inc,133.48x,,6.67x,1.42x,15.91x,39.49x,1.11%,0.90%
PBPB,Potbelly Corp,--,,0.38x,0.00x,181.32x,167.44x,0.00%,-4.89%
PCH,Potlatchdeltic Corp,8.54x,,2.55x,1.80x,7.07x,29.37x,22.51%,14.00%
PTBS,Potomac Bancshares Inc,9.27x,,2.52x,1.23x,0.00x,0.00x,13.10%,1.14%
POWL,"Powell Industries, Inc.",39.17x,,0.63x,1.07x,17.71x,0.00x,2.76%,1.89%
XPDB,Power & Digital Infrstre Aqstn II Corp,--,,0.00x,1.26x,0.00x,0.00x,0.00%,0.00%
HGKGY,Power Assets Holdings Ltd - ADR,0.00x,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
POWI,Power Integrations Inc,26.32x,2.48278,6.46x,6.51x,20.92x,0.00x,23.38%,20.80%
PW,Power REIT,11.54x,,5.85x,0.99x,8.72x,36.77x,8.75%,5.54%
PSIX,Power Solutions International Inc,--,,0.08x,0.00x,0.00x,129.34x,0.00%,-11.39%
PBTS,Powerbridge Technologies Co Ltd,--,,4.09x,0.87x,0.00x,5.95x,-46.38%,-26.86%
POW,Powered Brands,71.39x,,0.00x,1.30x,0.00x,0.00x,1.84%,1.72%
PWFL,PowerFleet Inc,--,,0.90x,1.32x,0.00x,13.52x,-20.08%,-6.31%
PWSC,Powerschool Holdings Inc,--,,5.59x,2.72x,59.17x,31.89x,-3.32%,-1.75%
PSTO,Powerstorm Holdings Inc,--,,17.59x,0.00x,0.00x,0.00x,0.00%,0.00%
PWUP,PowerUp Acquisition Corp,--,,0.00x,1.26x,0.00x,0.00x,0.00%,0.00%
PPG,"PPG Industries, Inc.",29.68x,3.56946,1.79x,5.08x,18.74x,52.99x,17.26%,4.98%
PPL,PPL Corp,29.16x,,3.30x,1.54x,11.40x,49.58x,5.16%,2.01%
PRAA,Pra Group Inc,11.25x,0.30411,1.50x,1.27x,9.43x,67.63x,10.91%,3.52%
PRAX,Praxis Precision Medicines Inc,--,,0.00x,1.57x,0.00x,0.00x,-98.26%,-86.98%
PGEN,Precigen Inc,--,,9.29x,9.05x,0.00x,78.12x,-97.57%,-28.96%
PRPO,Precipio Inc,--,,3.64x,1.55x,0.00x,2.22x,-63.52%,-48.15%
DTIL,Precision BioSciences Inc,--,,4.87x,1.77x,0.00x,17.68x,-91.14%,-35.19%
PDS,Precision Drilling Corp (USA),--,,0.91x,0.95x,7.73x,50.42x,-10.88%,-4.96%
PEYE,Precision Optics Corporation Inc,--,,2.48x,3.94x,0.00x,23.25x,-27.38%,-14.16%
POAI,Predictive Oncology Inc,--,,25.19x,0.83x,0.00x,0.00x,-52.64%,-48.02%
PFBC,Preferred Bank,10.05x,,5.00x,1.78x,13.33x,0.00x,18.54%,1.81%
PLPC,Preformed Line Products Company,7.67x,,0.61x,1.05x,5.68x,18.91x,14.36%,8.95%
PRLD,Prelude Therapeutics Inc,--,,0.00x,1.58x,0.00x,0.00x,-41.85%,-39.55%
BIEI,Premier Biomedical Inc,--,,118.96x,0.00x,0.00x,0.00x,0.00%,-281.63%
PFC,Premier Financial Corp (OHIO),9.93x,,3.32x,1.10x,8.67x,0.00x,10.61%,1.31%
PINC,Premier Inc,18.09x,2.30316,2.89x,2.04x,11.59x,20.57x,11.80%,7.37%
PRE,Prenetics Global Ltd,30.96x,,0.00x,0.57x,0.00x,0.00x,2.43%,2.28%
SQFT,Presidio Property Trust Inc,--,,2.17x,0.21x,16.90x,32.94x,-5.69%,0.52%
PBIO,Pressure Biosciences Inc,--,,8.00x,0.00x,0.00x,0.00x,0.00%,-662.95%
PBH,Prestige Consumer Healthcare Inc,14.45x,,2.62x,1.81x,12.17x,48.27x,13.52%,5.60%
PSMT,"PriceSmart, Inc.",19.70x,,0.50x,2.05x,11.83x,14.01x,10.66%,5.88%
PV,Primavera Capital Acquisition Corp,194.77x,,0.00x,1.41x,0.00x,0.00x,0.73%,0.66%
PIAI,Prime Impact Acquisition I,45.48x,,0.00x,1.31x,0.00x,0.00x,2.92%,2.75%
PMHG,PRIME MERIDIAN HOLDING CO,10.21x,,3.14x,1.27x,12.42x,0.00x,12.55%,1.00%
PNACU,Prime Number Acquisition I Corp,--,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
PNRG,Primeenergy Resources Corp,22.65x,,1.83x,1.52x,3.97x,7.60x,14.33%,7.27%
PRI,"Primerica, Inc.",15.71x,1.3923,1.86x,2.86x,14.09x,53.04x,17.67%,2.14%
FRST,Primis Financial Corp,14.61x,,3.25x,0.86x,15.01x,0.00x,5.83%,0.71%
PRMW,Primo Water Corp,9614.35x,302.33814,0.97x,1.58x,9.04x,54.31x,0.02%,0.01%
PRIM,Primoris Services Corp,10.76x,,0.33x,1.16x,5.47x,40.25x,11.44%,4.23%
PIAC,Princeton Capital Corp,4.07x,,26.61x,0.83x,0.00x,0.00x,22.65%,21.79%
PFG,Principal Financial Group Inc,4.63x,0.77224,1.35x,1.72x,0.00x,27.70x,31.30%,1.45%
PMAR,Principal Maritime Tankers Corp,0.00x,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
PGZ,Principal Real Estate Income Fund,0.00x,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
PRTH,Priority Technology Holdings Inc,--,,0.68x,0.00x,13.79x,80.82x,0.00%,0.43%
PMGM,Priveterra Acquisition Corp,--,,0.00x,1.30x,0.00x,0.00x,0.00%,0.00%
PRVA,Privia Health Group Inc,--,,3.69x,9.06x,0.00x,6.61x,-71.90%,-40.01%
PDEX,Pro-Dex Inc,18.99x,,1.55x,2.71x,14.96x,35.42x,15.48%,7.67%
PRA,ProAssurance Corporation,31.99x,1.17181,1.12x,1.07x,15.51x,26.69x,3.02%,0.64%
PROC,Procaps Group SA,--,,2.26x,0.00x,0.00x,117.83x,0.00%,0.00%
PRCT,Procept Biorobotics Corp,--,,39.65x,8.16x,0.00x,17.44x,-418.59%,-27.45%
PCSA,Processa Pharmaceuticals Inc,--,,0.00x,2.20x,0.00x,0.00x,-46.01%,-43.56%
PCOR,Procore Technologies Inc,--,,14.68x,7.65x,0.00x,3.90x,-21.67%,-15.49%
PG,Procter & Gamble Co,25.21x,3.17156,4.36x,7.66x,20.19x,40.20x,31.69%,12.51%
PCYN,Procyon Corp,12.80x,,0.60x,1.13x,11.01x,0.00x,9.34%,6.31%
IPDN,Professional Diversity Network Inc,--,,2.00x,5.40x,0.00x,0.00x,-151.16%,-42.23%
PFHD,Professional Holding Corp,21.02x,,4.83x,1.74x,29.20x,0.00x,8.61%,0.75%
PFIE,"Profire Energy, Inc.",70.37x,,1.70x,1.33x,29.31x,0.34x,1.93%,1.76%
PRDL,Profitable Developments Inc,0.00x,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
PFHC,Profrac Holding Corp,--,,0.00x,10.21x,0.00x,71.75x,0.00%,0.00%
PRG,PROG Holdings Inc,8.87x,0.48735,0.39x,1.86x,0.52x,51.46x,17.51%,9.77%
,Progress Acquisition Corp,5394.02x,,0.00x,1.26x,0.00x,0.00x,0.02%,0.02%
PRGS,Progress Software Corp,22.40x,,3.59x,5.61x,12.96x,62.50x,25.88%,7.36%
RXMD,Progressive Care Inc,--,,0.34x,0.00x,0.00x,129.01x,0.00%,-9.97%
PGR,Progressive Corp,86.17x,15.07638,1.48x,4.66x,60.23x,28.98x,4.95%,1.19%
PGNY,Progyny Inc,98.54x,0.6105,6.70x,13.28x,88.01x,0.00x,17.70%,11.77%
PEGR,Project Energy Reimagined Acqutn Corp,--,,0.00x,1.32x,0.00x,0.00x,0.00%,0.00%
PROK,ProKidney Corp,--,,0.00x,1.00x,0.00x,0.00x,-5.30%,-5.02%
PLD,Prologis Inc,26.84x,1.8341,20.18x,2.88x,17.95x,31.70x,11.20%,6.82%
RXDX,Prometheus Biosciences Inc,--,,308.57x,9.36x,0.00x,0.00x,-42.73%,-37.77%
PUODY,PROMOTORA Y OPERADORA INFRAE,--,,0.00x,0.00x,0.00x,22.88x,12.51%,8.79%
PACI,Proof Acquisition I Corp,--,,0.00x,1.25x,0.00x,0.00x,-0.74%,-0.71%
PSAG,Property Solutions Acquisition Corp II,114.92x,,0.00x,1.32x,0.00x,0.00x,1.16%,1.10%
PGRU,PropertyGuru Group Ltd,--,,9.69x,1.78x,0.00x,4.81x,0.00%,0.00%
PUMP,Propetro Holding Corp,--,,0.80x,1.07x,10.42x,0.00x,-5.58%,-4.34%
PRPH,ProPhase Labs Inc,15.50x,,1.49x,2.49x,7.66x,10.76x,29.74%,19.13%
PTIC,PropTech Investment II Corp,48.22x,,0.00x,1.30x,0.00x,0.00x,2.73%,2.56%
PRQR,ProQR Therapeutics NV,--,,14.45x,0.70x,0.00x,41.20x,-60.93%,-36.57%
PRO,"PROS Holdings, Inc.",--,,4.69x,0.00x,0.00x,109.51x,0.00%,-18.94%
PSEC,Prospect Capital Corporation,3.86x,,4.60x,0.74x,0.00x,35.03x,21.74%,12.94%
PRSR,Prospector Capital Corp,--,,0.00x,1.28x,0.00x,0.00x,-0.20%,-0.19%
PB,"Prosperity Bancshares, Inc.",13.53x,,6.02x,1.04x,12.66x,0.00x,7.89%,1.38%
PTIX,Protagenic Therapeutics Inc,--,,0.00x,1.25x,0.00x,3.27x,-138.89%,-93.62%
PTGX,Protagonist Therapeutics Inc,--,,12.36x,2.08x,0.00x,0.00x,-42.43%,-37.13%
TARA,Protara Therapeutics Inc,--,,0.00x,0.25x,0.00x,0.00x,-26.17%,-25.19%
PTRA,Proterra Inc,--,,6.11x,2.22x,0.00x,14.69x,-60.73%,-40.81%
TXTM,Protext Mobility Inc,--,,42568.00x,0.00x,0.00x,0.00x,0.00%,0.00%
PRTA,Prothena Corporation PLC,1276.31x,,10.44x,3.65x,0.00x,0.00x,-0.42%,-0.30%
PRLB,Proto Labs Inc,52.11x,2.08444,2.54x,1.54x,19.50x,0.20x,2.95%,2.61%
PKTX,"ProtoKinetix, Inc.",--,,0.00x,30.58x,0.00x,0.00x,-708.03%,-671.89%
PSCO,ProtoSource Corporation,--,,3.95x,0.00x,0.00x,0.00x,0.00%,-70.74%
PVCT,Provectus Biopharmaceuticals Inc,--,,123.52x,0.00x,0.00x,0.00x,0.00%,-277.87%
PRVB,Provention Bio Inc,--,,161.24x,4.54x,0.00x,0.00x,-88.30%,-72.66%
PAQC,Provident Acquisition Corp,31.61x,,0.00x,1.31x,31.61x,0.18x,4.23%,3.89%
PVBC,Provident Bancorp Inc (Maryland),12.80x,,3.54x,1.10x,17.56x,0.00x,8.41%,1.18%
PROV,"Provident Financial Holdings, Inc.",11.86x,,2.90x,0.82x,9.89x,0.00x,7.11%,0.77%
PFS,"Provident Financial Services, Inc.",11.70x,,3.94x,1.16x,14.30x,0.00x,9.67%,1.17%
PRU,Prudential Financial Inc,18.82x,2.72476,0.59x,1.34x,14.86x,41.37x,4.58%,0.27%
PUK,Prudential PLC,55.00x,6.11123,18.43x,2.11x,24.88x,23.93x,3.76%,0.36%
PSBP,PSB Holding Corp,9.74x,,2.08x,1.06x,0.00x,0.00x,9.91%,0.79%
PSBQ,PSB Holdings Inc (Wisconsin),7.90x,,2.26x,1.09x,0.00x,0.00x,13.03%,1.04%
PMD,Psychemedics Corp.,--,,1.43x,2.93x,18.22x,8.04x,-5.61%,-3.13%
PTC,PTC Inc,29.22x,0.93525,7.58x,6.69x,24.61x,39.78x,25.72%,11.33%
PTCT,"PTC Therapeutics, Inc.",--,,6.22x,0.00x,0.00x,117.77x,0.00%,-28.77%
PEXNY,PTT Exploration and Production PCL(ADR),0.00x,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
PCMC,Public Company Management Corp,--,,15.87x,0.00x,0.00x,0.00x,0.00%,-88.69%
PEG,Public Service Enterprise Group Inc.,--,,3.55x,2.46x,288.86x,60.98x,-6.76%,-2.00%
PSA,Public Storage,29.47x,7.65505,15.88x,10.82x,20.81x,42.22x,39.47%,14.14%
PUBGY,Publicis Groupe SA (ADR),11.26x,-7.04054,1.01x,1.38x,6.67x,40.46x,13.53%,3.64%
PUBM,PubMatic Inc,22.46x,,4.90x,4.35x,14.15x,0.00x,25.00%,13.59%
PDPTF,Pudo Inc (USA),--,,11.32x,0.00x,0.00x,0.00x,-359.05%,-114.18%
PHCF,Puhui Wealth Investment Managemnt Co Ltd,--,,5.56x,4.55x,0.00x,35.33x,-122.77%,-70.03%
PSSS,Puissant Industries Inc,--,,5.67x,1.53x,0.00x,7.38x,-1.60%,-1.40%
PVRS,Pukang Group Holdings Ltd,--,,0.00x,0.00x,0.00x,0.00x,0.00%,-264.31%
PULM,Pulmatrix Inc,--,,3.55x,0.41x,0.00x,0.00x,-49.03%,-33.89%
LUNG,Pulmonx Corp,--,,17.29x,5.19x,0.00x,9.17x,-28.08%,-23.24%
PLSE,Pulse Biosciences Inc,--,,34.09x,2.45x,0.00x,0.00x,-302.45%,-103.74%
PLFX,Pulse Evolution Corp,--,,0.00x,0.00x,0.00x,0.00x,0.00%,-592.54%
PHM,"PulteGroup, Inc.",4.88x,0.95719,0.68x,1.33x,4.41x,24.20x,30.32%,17.42%
PBYI,Puma Biotechnology Inc,--,,0.79x,8.19x,0.00x,83.19x,-140.14%,-15.20%
PURE,PURE Biosciences Inc,--,,8.01x,11.76x,0.00x,0.00x,-109.24%,-85.90%
PCST,Pure Capital Solutions Inc,0.00x,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
PCYO,Pure Cycle Corporation,44.04x,,15.13x,2.39x,33.48x,0.92x,5.65%,5.24%
PHCG,Pure Harvest Corporate Group Inc,--,,0.54x,1.43x,0.00x,76.39x,-459.05%,-70.96%
PSTG,Pure Storage Inc,--,,3.75x,12.37x,522.06x,44.06x,-9.79%,-2.55%
PUBC,PureBase Corp,--,,101.28x,0.00x,0.00x,0.00x,0.00%,0.00%
PCT,Purecycle Technologies Inc,--,,0.00x,2.69x,0.00x,29.24x,-16.99%,-9.70%
PRTC,PureTech Health PLC (ADR),--,,44.98x,1.53x,0.00x,8.18x,-9.59%,-6.48%
PRPL,Purple Innovation Inc,--,,0.50x,1.49x,0.00x,14.94x,-21.75%,-6.92%
PMM,Putnam Managed Municipal Income Trust,--,,19.05x,1.05x,0.00x,10.19x,-12.54%,-8.84%
PIM,Putnam Master Intermediate Income Trust,--,,14.86x,0.92x,0.00x,0.00x,-8.88%,-3.88%
PMO,Putnam Municipal Opportunities Trust,--,,21.77x,1.09x,0.00x,9.51x,-13.29%,-8.71%
PPT,Putnam Premier Income Trust,--,,15.69x,0.92x,0.00x,0.00x,-6.05%,-2.84%
NEWYY,Puxin Ltd,0.01x,,0.00x,0.01x,0.03x,78.40x,14.06%,0.95%
PUYI,Puyi Inc (ADR),--,,16.04x,11.95x,0.00x,0.00x,-22.69%,-15.98%
PVNNF,PV Nano Cell Ltd,--,,0.79x,0.00x,0.00x,130.10x,0.00%,0.00%
PVH,PVH Corp,4.74x,0.95108,0.48x,0.84x,3.39x,30.10x,19.50%,8.01%
FRW,PWP Forward Acquisition Corp I,38.24x,,0.00x,1.30x,0.00x,0.00x,3.45%,3.20%
PWCO,PwrCor Inc,--,,606.68x,0.00x,0.00x,0.00x,0.00%,-46.78%
PHYT,Pyrophyte Acquisition Corp,--,,0.00x,0.27x,0.00x,0.00x,0.00%,0.00%
PYXS,Pyxis Oncology Inc,--,,0.00x,0.41x,0.00x,0.00x,0.00%,0.00%
$PXS,Pyxis Tankers Inc,--,,1.25x,0.75x,0.00x,62.50x,-30.11%,-11.60%
PYYX,Pyxus International Inc,0.00x,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
PZN,"Pzena Investment Management, Inc.",11.75x,,3.45x,18.83x,7.97x,0.17x,41.77%,37.12%
QBIO,Q BioMed Inc,--,,3.96x,0.00x,0.00x,0.00x,0.00%,"-1,181.84%"
QK,Q&K International Group Ltd - ADR,--,,0.22x,0.00x,0.00x,0.00x,0.00%,-92.68%
QEPC,"Q.E.P. Co., Inc.",7.59x,,0.13x,0.75x,4.95x,37.60x,10.45%,3.90%
QTWO,Q2 Holdings Inc,--,,4.98x,6.02x,0.00x,60.21x,-20.37%,-7.75%
QCCO,"QC Holdings, Inc.",--,,0.08x,0.17x,0.00x,22.50x,-10.82%,-7.31%
QCRH,"QCR Holdings, Inc.",9.58x,,3.38x,1.34x,9.38x,0.00x,14.19%,1.48%
QDMI,QDM International Inc,--,,14.02x,0.00x,0.00x,367.71x,0.00%,-230.61%
QEDN,Qed Connect Inc,--,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
USAQ,QHSLab Inc,--,,1.20x,2.61x,0.00x,67.65x,-693.10%,-72.33%
QHYG,QHY Group,--,,0.00x,0.00x,0.00x,1240.45x,0.00%,-37.91%
QGEN,Qiagen NV,22.39x,2.81968,5.02x,3.46x,15.72x,37.09x,16.43%,8.53%
QIAN,Qiansui International Group Co Ltd,--,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
QLI,Qilian International Holding Group Ltd,14.22x,,0.85x,0.88x,11.20x,12.19x,7.79%,5.03%
QNBC,QNB Corp,7.31x,,2.18x,0.00x,8.52x,0.00x,0.00%,0.00%
QRVO,Qorvo Inc,14.75x,1.23974,2.46x,2.62x,9.58x,32.25x,18.25%,11.18%
QRON,Qrons Inc,--,,0.00x,0.00x,0.00x,0.00x,0.00%,0.00%
QSEP,QS Energy Inc,--,,0.00x,0.00x,0.00x,0.00x,0.00%,-903.01%
QSAM,Qsam Biosciences Inc,--,,0.00x,0.00x,0.00x,0.00x,0.00%,-637.28%
MMMM,Quad M Solutions Inc,--,,0.33x,0.00x,5.03x,0.00x,0.00%,-414.98%
QUAD,"Quad/Graphics, Inc.",--,,0.07x,1.52x,1.39x,83.42x,-1.85%,-0.17%
QNTO,Quaint Oak Bancorp Inc,6.59x,,1.24x,1.29x,6.23x,0.00x,22.59%,1.56%
KWR,Quaker Chemical Corp,41.50x,,1.86x,2.60x,21.01x,42.58x,6.14%,2.75%
QCOM,"QUALCOMM, Inc.",13.02x,,3.92x,10.28x,11.34x,49.20x,106.18%,29.98%
QLGN,Qualigen Therapeutics Inc,--,,3.68x,1.11x,0.00x,0.00x,-114.12%,-76.38%
QOEG,Quality Online Education Group Inc,--,,44.76x,0.00x,0.00x,0.00x,0.00%,-399.83%
QBAK,Qualstar Corporation,4.31x,,0.38x,0.64x,4.05x,0.00x,16.05%,10.87%
QTEK,QualTek Services Inc,--,,0.47x,0.00x,0.00x,107.79x,-18.33%,-11.30%
XM^I17,Qualtrics International Inc,--,,7.03x,4.68x,0.00x,0.00x,-119.38%,-50.09%
QLYS,Qualys Inc,58.15x,,12.68x,14.37x,41.40x,0.00x,25.73%,13.31%
QNGY,Quanergy Systems Inc,4.21x,,0.00x,0.06x,0.00x,0.00x,1.35%,1.25%
NX,Quanex Building Products Corporation,16.06x,,0.70x,1.87x,8.82x,14.93x,12.26%,7.00%
PWR,Quanta Services Inc,45.52x,3.27401,1.30x,3.91x,18.47x,43.13x,9.40%,4.25%
QTRX,Quanterix Corp,--,,2.85x,0.78x,0.00x,0.00x,-18.07%,-15.49%
QGSI,Quantgate Systems Inc,--,,1345.60x,2.38x,0.00x,20.34x,-14.33%,-8.06%
QUBT,Quantum Computing Inc,--,,3639.94x,9.27x,0.00x,0.00x,-245.69%,-231.01%
QMCO,Quantum Corp,--,,0.50x,0.00x,0.00x,402.92x,0.00%,-19.18%
QEGYD,Quantum Energy Inc,--,,8.52x,0.00x,0.00x,0.00x,0.00%,-26.14%
QFTA,Quantum FinTech Acquisition Corp,--,,0.00x,1.31x,0.00x,0.13x,-3.13%,-3.01%
QSI,Quantum-Si Inc,--,,0.00x,1.28x,0.00x,0.00x,-43.93%,-40.00%
QS,Quantumscape Corp,--,,0.00x,3.73x,0.00x,2.63x,-15.92%,-14.08%
QD,Qudian Inc - ADR,--,,1.36x,0.15x,0.00x,3.48x,-0.26%,-0.25%
QBCRF,"Quebecor, Inc. (USA)",11.29x,2.21351,1.45x,4.69x,4.70x,81.91x,46.86%,5.45%
DGX,Quest Diagnostics Inc,11.73x,2.13227,1.55x,2.57x,8.67x,37.91x,24.03%,11.29%
QPRC,Quest Patent Research Corp,4.09x,,1.26x,0.00x,1.64x,0.00x,0.00%,37.02%
QRHC,Quest Resource Holding Corp,--,,0.46x,1.23x,28.66x,48.44x,-2.32%,-1.13%
QUIK,QuickLogic Corporation,--,,6.89x,10.08x,0.00x,60.22x,-59.16%,-20.13%
QDEL,Quidelortho Corp,4.21x,0.58527,2.21x,1.24x,5.56x,35.78x,31.79%,18.93%
QNCX,Quince Therapeutics Inc,--,,0.00x,0.65x,0.00x,0.00x,-67.34%,-60.90%
QNST,QuinStreet Inc,--,,1.17x,2.38x,58.15x,0.00x,-1.81%,-1.21%
QUMU,Qumu Corp,--,,0.62x,1.76x,0.00x,40.19x,-107.16%,-42.34%
QNRX,Quoin Pharmaceuticals Ltd - ADR,--,,0.00x,0.00x,0.00x,9.03x,-120.42%,-84.08%
QMCI,"QuoteMedia, Inc.",61.49x,,1.09x,0.00x,7.91x,0.07x,0.00%,6.95%
QTNT,Quotient Ltd,--,,0.83x,0.00x,0.00x,227.90x,0.00%,-60.48%
QUOT,Quotient Technology Inc,--,,0.47x,1.13x,0.00x,49.56x,-25.78%,-10.55%
QRTEA,Qurate Retail Inc,13.08x,,0.11x,0.46x,2.02x,70.79x,3.39%,1.13%
QTT,Qutoutiao Inc - ADR,--,,0.06x,0.00x,0.00x,0.00x,0.00%,-49.52%
QVCD,QVC Inc,0.00x,,0.00x,0.00x,0.00x,41.04x,7.86%,4.19%
