Symbol,Company Name,52 Week Chg,Vs. 13-Day EMA*,Vs. 50-Day EMA*,% Below 52 Wk High,% Above 52 Wk Low,Short Interest as % Float
VMAR,Vision Marine Technologies Inc,-20.00%,15.42%,24.02%,27.93%,67.16%,0.38%
YQ,17 Education & Technology Group Inc-ADR,-58.00%,1.44%,1.94%,66.43%,113.59%,0.37%
BATL,Battalion Oil Corp,-9.00%,7.37%,0.88%,52.76%,50.75%,0.37%
CSQ,Calamos Strategic Total Return Fund,-16.00%,1.45%,5.37%,21.22%,25.31%,0.37%
CVCY,Central Valley Community Bancorp,-28.00%,4.99%,6.18%,29.14%,20.06%,0.37%
CCNC,Code Chain New Continent Ltd,-81.00%,-11.29%,-52.56%,82.98%,20.69%,0.37%
ESLT,Elbit Systems Ltd,73.00%,3.27%,8.43%,1.40%,91.29%,0.37%
ELSE,"Electro-Sensors, Inc.",21.00%,1.69%,4.77%,13.16%,25.97%,0.37%
FRLN,Freeline Therapeutics Holdings PLC (ADR),-76.00%,4.33%,6.87%,80.12%,49.89%,0.37%
HCII,Hudson Executive Investment Corp II,2.00%,0.20%,0.47%,0.00%,2.17%,0.37%
PHG,Koninklijke Philips NV (ADR),-55.00%,-1.12%,-8.23%,58.70%,2.18%,0.37%
LCNB,LCNB Corp.,-13.00%,2.68%,2.48%,24.70%,5.77%,0.37%
LCFY,Locafy Ltd,0.00%,0.00%,-20.63%,85.11%,230.00%,0.37%
MDH,MDH Acquisition Corp,0.00%,0.21%,0.47%,0.40%,1.86%,0.37%
NEPH,"Nephros, Inc.",-78.00%,-1.19%,-8.23%,80.49%,25.00%,0.37%
RNDB,Randolph Bancorp Inc,32.00%,0.46%,1.54%,0.15%,46.52%,0.37%
STN,Stantec Inc. (USA),3.00%,4.96%,8.40%,14.98%,17.00%,0.37%
MITO,Stealth BioTherapeutics Corp,-76.00%,6.18%,7.66%,80.67%,88.40%,0.37%
ALLT,Allot Ltd,-67.00%,3.37%,3.13%,68.72%,19.57%,0.36%
BHK,BlackRock Core Bond Trust,-25.00%,0.66%,2.93%,28.57%,18.10%,0.36%
DAKT,Daktronics Inc,-36.00%,5.61%,13.21%,37.34%,40.43%,0.36%
ENZN,Enzon Pharmaceuticals Inc,-17.00%,6.05%,16.94%,20.00%,65.89%,0.36%
FFNW,"FIRST FINANCIAL NORTHWEST, INC.",-4.00%,0.29%,-0.97%,12.87%,6.98%,0.36%
ITRN,Ituran Location and Control Ltd. (US),5.00%,3.14%,7.03%,12.70%,32.08%,0.36%
TIGO,Millicom International Cellular SA (USA),-60.00%,5.23%,1.55%,60.22%,21.76%,0.36%
MVO,MV Oil Trust,76.00%,3.95%,4.76%,25.49%,103.06%,0.36%
NGS,"Natural Gas Services Group, Inc.",-2.00%,0.38%,-7.88%,33.40%,9.66%,0.36%
NOAC,Natural Order Acquisition Corp,2.00%,0.12%,0.36%,0.20%,3.44%,0.36%
SAR,Saratoga Investment Corp,-10.00%,3.27%,2.68%,19.31%,9.22%,0.36%
SAMA,Schultze Special Purpose Acq Corp II,0.00%,0.30%,0.63%,41.07%,2.38%,0.36%
SCPH,Scpharmaceuticals Inc,0.00%,11.49%,16.70%,19.75%,66.95%,0.36%
SILC,Silicom Ltd.,-6.00%,4.68%,11.94%,19.94%,34.92%,0.36%
UGP,Ultrapar Participacoes SA (ADR),-6.00%,7.54%,10.96%,16.79%,31.15%,0.36%
USDP,USD Partners LP,-17.00%,-0.17%,-2.74%,24.25%,11.16%,0.36%
WNEB,Western New England Bancorp Inc,2.00%,2.03%,6.95%,11.60%,23.70%,0.36%
ABVC,ABVC Biopharma Inc,-81.00%,3.17%,-52.49%,95.55%,4.06%,0.35%
BBGI,Beasley Broadcast Group Inc,-50.00%,-3.16%,-6.09%,54.69%,6.97%,0.35%
CMCL,Caledonia Mining Corporation Plc (USA),-13.00%,-2.15%,-6.96%,41.69%,6.62%,0.35%
CNTG,Centogene NV,-87.00%,-6.18%,-42.47%,87.62%,6.72%,0.35%
CVEO,Civeo Corp,23.00%,3.58%,6.08%,13.89%,54.49%,0.35%
,Codere Online Luxembourg SA,0.00%,11.35%,5.03%,71.18%,63.33%,0.35%
DLA,"Delta Apparel, Inc.",-32.00%,-5.54%,-17.51%,37.09%,0.74%,0.35%
GOF,Guggenheim Strategic Opportunities Fund,-19.00%,1.86%,4.02%,19.42%,18.05%,0.35%
MYNZ,Mainz Biomed NV,0.00%,-3.44%,-10.41%,69.03%,19.10%,0.35%
MCAF,Mountain Crest Acquisition Corp IV,2.00%,0.22%,0.32%,3.79%,2.70%,0.35%
NOK,Nokia Oyj (ADR),-15.00%,1.17%,4.41%,18.54%,19.22%,0.35%
PBNC,PB Financial Corp,14.00%,0.69%,3.25%,6.63%,15.95%,0.35%
PAXS,PIMCO Access Income Fund,0.00%,0.22%,1.03%,0.00%,0.00%,0.35%
RNWK,RealNetworks Inc,-62.00%,2.48%,8.57%,66.24%,52.09%,0.35%
EMD^L16,Western Asset Emerging Mrkts Dbt Fnd Inc,-33.00%,3.55%,5.27%,32.96%,12.83%,0.35%
ADES,Advanced Emissions Solutions Inc,-29.00%,2.47%,0.84%,40.63%,7.71%,0.34%
APTO,Aptose Biosciences Inc,-68.00%,0.89%,-4.37%,72.89%,17.78%,0.34%
AUDC,AUDIOCODES LTD,-31.00%,1.65%,0.78%,40.75%,6.52%,0.34%
RAAS,Cloopen Group Holding Ltd - ADR,-79.00%,-5.91%,-10.24%,85.23%,78.29%,0.34%
EVK,Ever-Glory International Group Inc,-67.00%,2.20%,-1.46%,68.10%,22.94%,0.34%
FCNCO,First-Citizens Bank & Trust Co,0.00%,0.53%,2.34%,14.34%,11.64%,0.34%
JILL,JJill Inc,-23.00%,3.58%,1.03%,27.23%,30.71%,0.34%
LINC,Lincoln Educational Services Corp,-9.00%,-8.47%,-7.56%,24.27%,25.71%,0.34%
IPOF,Social Capital Hedosophia Hldgs Corp VI,1.00%,0.14%,-0.06%,9.19%,2.15%,0.34%
VTSI,Virtra Inc,-39.00%,0.70%,1.79%,58.57%,14.51%,0.34%
BHP,BHP Group Ltd (ADR),-21.00%,2.83%,0.68%,22.68%,18.73%,0.33%
BME,Blackrock Health Sciences Trust,-10.00%,1.94%,3.21%,11.27%,11.04%,0.33%
BYM,BlackRock Municipal Income Quality Trust,-15.00%,0.24%,4.11%,16.64%,20.12%,0.33%
ETAC,E.Merge Technology Acquisition Corp,3.00%,0.10%,0.43%,0.20%,3.40%,0.33%
ETG,Eaton Vance Tax-Advantaged Global Dvd.,-13.00%,3.31%,8.41%,16.59%,26.03%,0.33%
FFBW,FFBW Inc,6.00%,1.02%,2.12%,0.55%,9.43%,0.33%
FRD,Friedman Industries Inc,-26.00%,8.06%,15.57%,32.43%,44.59%,0.33%
JOB,GEE Group Inc,21.00%,0.92%,-0.10%,15.03%,41.62%,0.33%
AJX,Great Ajax Corp,-26.00%,-2.99%,-1.09%,29.18%,19.35%,0.33%
GVP,"GSE Systems, Inc.",-10.00%,4.37%,1.05%,41.36%,18.35%,0.33%
LGI,Lazard Global Total Return & Income Fund,-18.00%,3.11%,8.13%,21.55%,24.54%,0.33%
LFVN,LifeVantage Corp,-43.00%,0.37%,-2.23%,48.79%,8.08%,0.33%
MUDS,Mudrick Capital Acquisition Corp II,-5.00%,0.12%,0.36%,9.96%,3.05%,0.33%
PCQ,PIMCO California Municipal Income Fund,-21.00%,-0.06%,-0.72%,25.66%,12.01%,0.33%
UG,"United-Guardian, Inc.",2.00%,-1.68%,-4.52%,37.87%,20.97%,0.33%
USAK,"USA Truck, Inc.",120.00%,0.27%,11.75%,1.60%,139.51%,0.33%
HUGS,USHG Acquisition Corp,2.00%,0.19%,-0.01%,10.05%,2.50%,0.33%
FCO,abrdn Global Income Fund,-46.00%,1.24%,-2.38%,46.33%,5.66%,0.32%
BDJ,Blackrock Enhanced Equity Dividend Trust,-6.00%,1.65%,3.47%,7.85%,11.14%,0.32%
BKN,BlackRock Investment Quly Mncpl Trst Inc,-13.00%,4.62%,8.95%,14.43%,23.70%,0.32%
BTBD,BT Brands Inc,0.00%,-1.14%,-3.43%,54.48%,54.19%,0.32%
GLO,Clough Global Opportunities Fund,-41.00%,0.90%,0.44%,41.84%,12.81%,0.32%
DMAC,DiaMedica Therapeutics Inc,-46.00%,12.85%,7.73%,64.11%,50.43%,0.32%
EVTV,Envirotech Vehicles Inc,0.00%,2.31%,-1.05%,41.78%,66.88%,0.32%
FSBW,FS Bancorp Inc,-15.00%,2.62%,4.75%,17.46%,11.71%,0.32%
GAB,Gabelli Equity Trust Inc,-8.00%,2.26%,2.04%,0.00%,0.00%,0.32%
GHAC,Gaming & Hospitality Acquisition Corp,2.00%,0.00%,0.29%,0.00%,2.55%,0.32%
OPAL,Opal Fuels Inc,0.00%,1.55%,4.89%,12.08%,82.83%,0.32%
GHY,PGIM Global High Yield Fund Inc,-22.00%,0.65%,2.10%,23.48%,11.95%,0.32%
TGS,Transportadora de Gas del Sur SA (ADR),25.00%,10.70%,14.14%,23.01%,45.43%,0.32%
CCAP,Crescent Capital BDC Inc,-10.00%,4.95%,6.48%,19.92%,13.28%,0.31%
DHHC,DiamondHead Holdings Corp,2.00%,0.10%,0.38%,0.00%,2.39%,0.31%
ESOA,Energy Services of America Corp.,0.00%,4.49%,4.04%,51.47%,71.97%,0.31%
GTIM,Good Times Restaurants Inc.,-25.00%,0.53%,5.59%,42.31%,36.89%,0.31%
IHT,InnSuites Hospitality Trust,-37.00%,-6.96%,-7.05%,45.51%,40.90%,0.31%
TUSK,Mammoth Energy Services Inc,6.00%,11.51%,30.27%,9.70%,179.26%,0.31%
MTP^H12,Midatech Pharma PLC-ADR,-60.00%,8.17%,12.96%,62.56%,92.11%,0.31%
PNRG,Primeenergy Resources Corp,72.00%,0.08%,0.73%,20.01%,75.34%,0.31%
RNXT,RenovoRx Inc,0.00%,5.98%,11.13%,84.65%,71.33%,0.31%
SRSA,Sarissa Capital Acquisition Corp,2.00%,0.09%,0.41%,7.69%,3.64%,0.31%
SMLP,Summit Midstream Partners LP,-53.00%,3.47%,4.53%,58.42%,42.01%,0.31%
TBNK,Territorial Bancorp Inc,-14.00%,-0.54%,-0.09%,17.66%,8.33%,0.31%
TROO,TROOPS Inc,-59.00%,-0.28%,-2.14%,78.11%,20.90%,0.31%
UL,Unilever plc (ADR),-16.00%,-0.42%,1.80%,16.36%,13.73%,0.31%
WHG,"Westwood Holdings Group, Inc.",-45.00%,1.39%,-4.49%,45.65%,12.15%,0.31%
DIT,AMCON Distributing Co,39.00%,-0.22%,10.87%,15.65%,85.39%,0.30%
APCX,AppTech Payments Corp,0.00%,13.14%,4.79%,96.35%,64.01%,0.30%
BROG,Brooge Energy Ltd,-11.00%,-2.52%,-3.97%,25.93%,1.66%,0.30%
CADL,Candel Therapeutics Inc,-60.00%,1.18%,-3.10%,77.67%,17.63%,0.30%
MTBC,CareCloud Inc,-57.00%,3.99%,4.10%,59.21%,11.63%,0.30%
CRH,CRH PLC (ADR),-26.00%,3.27%,5.40%,27.80%,18.87%,0.30%
EVT,Eaton V.Tax-Advantaged Dividend Inc Fund,-9.00%,2.43%,4.79%,13.79%,18.01%,0.30%
GENE,Genetic Technologies Limited (ADR),-50.00%,6.62%,13.01%,53.63%,74.74%,0.30%
GNS,Genius Group Ltd,0.00%,12.34%,-24.24%,87.13%,37.10%,0.30%
GSK,GSK plc (ADR),-27.00%,-7.77%,-4.04%,18.46%,1.39%,0.30%
LYTS,"LSI Industries, Inc.",-16.00%,2.73%,3.16%,26.80%,15.90%,0.30%
MIND,Mind Technology Inc,-61.00%,6.33%,0.79%,63.06%,5.43%,0.30%
NEXA,Nexa Resources SA,-16.00%,9.96%,8.18%,48.97%,31.80%,0.30%
TKC,Turkcell Iletisim Hizmetleri A.S. (ADR),-45.00%,2.14%,-4.60%,49.60%,8.15%,0.30%
AHI,Advanced Human Imaging Ltd - ADR,0.00%,11.64%,-1.71%,92.68%,36.81%,0.29%
AFBI,Affinity Bancshares Inc,10.00%,-0.91%,-1.07%,18.61%,11.32%,0.29%
KERN,Akerna Corp,-95.00%,-0.97%,-70.16%,95.93%,21.63%,0.29%
LDP,Cohen & Steers Ltd DrtnPrfrrd&IncmFndInc,-21.00%,2.75%,5.32%,22.05%,14.72%,0.29%
DDF,Delaware Invtmnts Dvdnd n Incme Fund Inc,-13.00%,1.18%,3.14%,19.35%,16.16%,0.29%
FDEU,First Trust Dynamic Europe Eqty Incm Fd,-16.00%,1.77%,2.09%,17.98%,21.72%,0.29%
FSI,"Flexible Solutions International, Inc.",-35.00%,2.29%,-1.53%,46.89%,15.97%,0.29%
HAPP,Happiness Development Group Ltd,-78.00%,-0.75%,3.86%,80.18%,86.92%,0.29%
KFS,Kingsway Financial Services Inc,40.00%,6.64%,16.83%,7.09%,56.70%,0.29%
NAII,"Natural Alternatives International, Inc.",-44.00%,2.82%,2.99%,47.32%,24.70%,0.29%
NVS,Novartis AG (ADR),-7.00%,-0.25%,0.02%,8.13%,10.54%,0.29%
NVCT,Nuvectis Pharma Inc,0.00%,-3.28%,-21.66%,60.09%,171.10%,0.29%
,Progress Acquisition Corp,2.00%,0.11%,0.42%,0.25%,2.85%,0.29%
PTIX,Protagenic Therapeutics Inc,-67.00%,-4.29%,-13.08%,73.14%,12.63%,0.29%
SIOX,Sio Gene Therapies Inc,-83.00%,0.17%,-7.34%,87.00%,49.89%,0.29%
DNAD,Social Capital Suvretta Holdings Corp IV,0.00%,0.22%,0.53%,1.95%,1.93%,0.29%
XPL,Solitario Zinc Corp (USA),-10.00%,-0.06%,-6.35%,46.65%,28.05%,0.29%
TX,Ternium SA (ADR),-38.00%,2.71%,-1.78%,38.97%,16.33%,0.29%
THST,Truett-Hurst Inc,-54.00%,36.85%,37.26%,59.29%,61.58%,0.29%
WTT,Wireless Telecom Group Inc,-42.00%,-1.82%,0.61%,47.39%,27.03%,0.29%
ZWRK,Z-Work Acquisition Corp,2.00%,-0.11%,0.16%,0.10%,2.60%,0.29%
ALRN,Aileron Therapeutics Inc,-83.00%,8.98%,-26.80%,85.20%,43.51%,0.28%
ALVO,Alvotech SA,0.00%,1.88%,-5.28%,45.23%,47.88%,0.28%
BGY,BlackRock Enhanced Interntnl Dvdnd Trust,-17.00%,0.88%,1.51%,18.46%,9.05%,0.28%
CHI,Calamos Conv. Opptys. & Income Fund,-16.00%,1.55%,6.24%,21.30%,28.50%,0.28%
CRKN,Crown Electrokinetics Corp.,-76.00%,-6.46%,-25.19%,83.10%,22.18%,0.28%
HWBK,"Hawthorn Bancshares, Inc.",13.00%,-0.87%,-0.35%,3.31%,22.93%,0.28%
ISDR,Issuer Direct Corp,-16.00%,-4.47%,-6.68%,28.74%,29.37%,0.28%
KTRA,Kintara Therapeutics Inc,-88.00%,-5.37%,-17.98%,88.49%,30.16%,0.28%
EDD,Mrgn Stnly Emrgng Mrkts Dmtc Dbt Fnd Inc,-26.00%,3.36%,3.77%,27.49%,9.55%,0.28%
PFX^F16,Phenixfin Corp,-16.00%,1.59%,-1.08%,19.03%,9.25%,0.28%
SECO,Secoo Holding Ltd - ADR,-86.00%,-3.49%,-2.13%,86.62%,32.31%,0.28%
STRM,Streamline Health Solutions Inc.,8.00%,2.88%,12.19%,11.17%,60.58%,0.28%
TACT,TransAct Technologies Incorporated,-70.00%,1.26%,0.15%,71.79%,25.00%,0.28%
UTSI,UTStarcom Holdings Corp,-22.00%,-1.67%,4.06%,27.78%,59.84%,0.28%
WAVD,Wavedancer Inc,0.00%,-7.96%,-37.86%,79.17%,13.64%,0.28%
SWET,Athlon Acquisition Corp,2.00%,0.08%,0.32%,0.10%,2.81%,0.27%
CIB,Bancolombia SA (ADR),1.00%,6.83%,2.30%,31.04%,20.71%,0.27%
BP,BP plc (ADR),22.00%,5.16%,7.17%,10.20%,31.71%,0.27%
BIP,Brookfield Infrastructure Partners L.P.,9.00%,2.61%,4.52%,10.86%,14.51%,0.27%
ELEV,Elevation Oncology Inc,-89.00%,2.86%,-21.94%,90.89%,8.93%,0.27%
EEX,Emerald Holding Inc,-5.00%,15.43%,18.20%,22.82%,64.88%,0.27%
MSN,Emerson Radio Corp,-40.00%,-0.39%,0.20%,52.70%,22.81%,0.27%
GUG,Guggenheim Active Allocation Fund,0.00%,2.01%,4.04%,23.08%,15.13%,0.27%
KEN,Kenon Holdings Ltd,26.00%,6.01%,3.74%,31.21%,38.68%,0.27%
KTCC,Key Tronic Corporation,-28.00%,1.41%,3.62%,29.67%,19.10%,0.27%
MDWT,Midwest Holding Inc,-67.00%,14.44%,16.13%,72.21%,35.93%,0.27%
NAVB,Navidea Biopharmaceuticals Inc,-70.00%,-9.68%,-28.63%,71.86%,0.98%,0.27%
NVGS,Navigator Holdings Ltd,23.00%,1.44%,-0.04%,24.98%,45.61%,0.27%
NMZ,Nuveen Municipal High Income Oppty Fund,-20.00%,0.94%,2.60%,20.97%,13.35%,0.27%
POAI,Predictive Oncology Inc,-54.00%,-0.18%,-2.38%,68.02%,88.62%,0.27%
PAQC,Provident Acquisition Corp,2.00%,0.17%,0.41%,4.89%,3.04%,0.27%
SCKT,Socket Mobile Inc,-54.00%,3.18%,0.43%,67.53%,14.27%,0.27%
SOPH,Sophia Genetics SA,-73.00%,10.18%,14.67%,75.25%,126.85%,0.27%
TAC,TransAlta Corporation (USA),-1.00%,-6.73%,-10.92%,17.67%,5.98%,0.27%
TPHS,Trinity Place Holdings Inc,-55.00%,2.82%,0.08%,60.37%,12.63%,0.27%
AIH,Aesthetic Medical International HldngsGL,-53.00%,-2.53%,1.98%,56.38%,81.20%,0.26%
AGCB,Altimeter Growth 2 Corp,-25.00%,-0.01%,0.22%,6.26%,1.86%,0.26%
BUD,Anheuser-Busch Inbev SA  (ADR),-11.00%,1.41%,0.65%,18.98%,8.76%,0.26%
GLV,Clough Global Dividend and Income Fund,-29.00%,1.81%,1.87%,29.44%,15.74%,0.26%
EFR,Eaton Vance Senior Floating-Rate Trust,-9.00%,2.10%,4.72%,15.71%,13.85%,0.26%
FDBC,Fidelity D&D Bancorp Inc,-26.00%,-1.64%,-1.64%,34.30%,14.60%,0.26%
GB,Global Blue Group Holding Ltd,-37.00%,0.52%,-0.08%,49.44%,27.53%,0.26%
MANA,Grayscale Decentraland Trust (MANA),0.00%,10.49%,0.00%,0.00%,0.00%,0.26%
HAAC,Health Assurance Acquisition Corp,2.00%,0.13%,0.39%,0.20%,2.69%,0.26%
MON,Monument Circle Acquisition Corp,2.00%,0.05%,0.35%,0.80%,2.39%,0.26%
PRSO,Peraso Inc,-54.00%,1.04%,10.43%,63.29%,69.13%,0.26%
SQFT,Presidio Property Trust Inc,-14.00%,3.09%,2.99%,25.29%,15.16%,0.26%
QUMU,Qumu Corp,-68.00%,-2.56%,-13.01%,73.68%,25.20%,0.26%
SOBR,Sobr Safe Inc,0.00%,-1.31%,-33.57%,90.67%,74.93%,0.26%
UBCP,"United Bancorp, Inc.",4.00%,0.89%,-1.64%,26.55%,14.93%,0.26%
,Akso Health Group - ADR,-19.00%,3.09%,11.14%,93.97%,80.00%,0.25%
ALJJ,"ALJ Regional Holdings, Inc.",48.00%,2.87%,-0.73%,31.43%,100.00%,0.25%
AMTD,AMTD IDEA Group - ADR,-58.00%,-26.12%,3.82%,81.40%,137.62%,0.25%
BAMR,Brookfield Asset Managmnt Rnsce Pnrs Ltd,-14.00%,5.52%,9.44%,19.35%,25.59%,0.25%
CLRB,Cellectar Biosciences Inc,-32.00%,12.05%,20.01%,46.15%,74.18%,0.25%
FWP,Forward Pharma A/S,-56.00%,-2.75%,-14.83%,62.83%,0.28%,0.25%
GAU,Galiano Gold Inc,-49.00%,10.36%,13.17%,51.26%,20.83%,0.25%
HMC,Honda Motor Co Ltd (ADR),-18.00%,4.03%,5.97%,19.38%,15.42%,0.25%
PDT,John Hancock Premium Dividend Fund,-7.00%,4.17%,8.58%,9.27%,24.61%,0.25%
KFFB,Kentucky First Federal Bancorp,14.00%,-0.54%,0.52%,7.85%,15.22%,0.25%
KBNT,Kubient Inc,-76.00%,8.75%,11.36%,77.08%,79.71%,0.25%
NMTC,Neuroone Medical Technologies Corp,-56.00%,11.38%,31.26%,71.54%,279.34%,0.25%
PRFX,PainReform Ltd,-73.00%,4.91%,-5.18%,79.04%,16.54%,0.25%
PYPD,Polypid Ltd,-29.00%,6.63%,14.63%,36.98%,54.97%,0.25%
VTIQ,VectoIQ Acquisition Corp II,1.00%,0.10%,0.27%,0.81%,2.39%,0.25%
ASML,ASML Holding NV (ADR),-28.00%,2.84%,6.96%,36.82%,37.17%,0.24%
AFAR,Aura FAT Projects Acquisition Corp,0.00%,-0.36%,0.00%,0.00%,0.00%,0.24%
BCS,Barclays PLC (ADR),-18.00%,5.09%,7.72%,30.57%,23.11%,0.24%
EMO^E10,Clearbridge Energy MidstreamOprtntyFdInc,32.00%,5.47%,9.12%,10.57%,44.11%,0.24%
UTF,Cohen & Steers infrastucture Fund Inc,-7.00%,2.91%,5.74%,7.10%,21.09%,0.24%
CSAN,Cosan SA - ADR,-8.00%,7.50%,10.36%,21.79%,37.24%,0.24%
ETO,Eaton Vance Tax-Advantaged Global Divide,-9.00%,3.36%,11.07%,17.36%,33.93%,0.24%
ENIC,Enel Chile SA - ADR,-36.00%,8.72%,16.72%,41.79%,59.02%,0.24%
FNGR,FingerMotion Inc,0.00%,-10.91%,-35.33%,88.32%,18.68%,0.24%
GRX,Gabelli Healthcare & WellnessRx Trust,-10.00%,3.29%,6.13%,15.23%,23.01%,0.24%
IHG,InterContinental Hotels Group PLC (ADR),-2.00%,3.11%,5.68%,14.55%,22.32%,0.24%
LFTR,Lefteris Acquisition Corp,2.00%,0.14%,0.40%,0.00%,2.89%,0.24%
NRT,North European Oil Royalty Trust,116.00%,4.22%,7.52%,20.90%,152.15%,0.24%
QFTA,Quantum FinTech Acquisition Corp,1.00%,0.00%,-0.05%,3.52%,1.86%,0.24%
GLG^J10,TD Holdings Inc,-64.00%,1.81%,4.28%,75.20%,66.45%,0.24%
TERN,Terns Pharmaceuticals Inc,-78.00%,23.74%,25.23%,83.66%,55.17%,0.24%
UBS,UBS Group AG (USA),-2.00%,4.24%,3.97%,20.75%,20.38%,0.24%
XELB,XCel Brands Inc,-51.00%,4.45%,1.98%,53.77%,29.03%,0.24%
AEG,AEGON N.V. (ADR),-6.00%,9.94%,10.40%,25.40%,19.13%,0.23%
AWX,Avalon Holdings Corp,-43.00%,1.97%,2.15%,48.02%,16.07%,0.23%
,Bite Acquisition Corp,2.00%,0.01%,0.24%,0.51%,2.60%,0.23%
MIY,Blackrock Muniyield Michign Qulty Fd Inc,-12.00%,0.23%,1.70%,13.32%,12.68%,0.23%
BBN,Blackrock Taxable Municipal Bond Trust,-25.00%,1.91%,3.02%,27.91%,12.75%,0.23%
DMB,BNY Mellon Municipal Bond InfrstrcFndInc,-8.00%,5.60%,9.86%,17.75%,28.34%,0.23%
CLS,Celestica Inc,31.00%,3.93%,7.23%,14.24%,41.42%,0.23%
CFSB,CFSB Bancorp Inc,0.00%,-0.36%,-2.28%,21.75%,2.97%,0.23%
CCEL,"CRYO-CELL International, Inc.",0.00%,1.95%,-3.44%,59.15%,15.70%,0.23%
GLLI,Globalink Investment Inc,0.00%,0.06%,0.40%,0.30%,2.05%,0.23%
HSBC,HSBC Holdings plc (ADR),17.00%,2.29%,3.98%,13.78%,36.94%,0.23%
LIXT,Lixte Biotechnology Holdings Inc,-67.00%,0.49%,-3.21%,83.09%,25.89%,0.23%
LMFA,LM Funding America Inc,-77.00%,1.14%,-6.26%,85.99%,46.52%,0.23%
LOGC,LogicBio Therapeutics Inc,-87.00%,14.68%,23.29%,88.35%,75.37%,0.23%
MXE,Mexico Equity and Income Fund Inc,-35.00%,3.44%,2.63%,0.00%,0.00%,0.23%
NBW,Neuberger Berman California Munc Fd Inc,-18.00%,1.99%,3.94%,19.37%,11.79%,0.23%
OIIM,O2Micro International Limited (ADR),-52.00%,0.45%,-4.47%,54.57%,18.60%,0.23%
OFS,OFS Capital Corp,5.00%,1.31%,1.08%,17.89%,17.66%,0.23%
OVBC,Ohio Valley Banc Corp.,20.00%,1.22%,1.97%,5.79%,21.68%,0.23%
OPBK,OP Bancorp,15.00%,6.74%,9.70%,18.73%,24.41%,0.23%
OCG,Oriental Culture Holding Ltd,-54.00%,-4.51%,-29.86%,65.52%,4.71%,0.23%
PTIC,PropTech Investment II Corp,2.00%,0.03%,0.34%,0.10%,2.69%,0.23%
RBAC,RedBall Acquisition Corp,2.00%,0.03%,0.28%,4.76%,12.87%,0.23%
RMBI,Richmond Mutual Bancorporation Inc,-9.00%,1.14%,0.74%,20.98%,10.30%,0.23%
SLRX,Salarius Pharmaceuticals Inc,-73.00%,9.13%,10.09%,79.84%,51.28%,0.23%
TWIN,"Twin Disc, Incorporated",-31.00%,10.61%,9.73%,46.15%,23.89%,0.23%
UCL,Ucloudlink Group Inc,-88.00%,-8.49%,-28.46%,89.93%,23.48%,0.23%
UPC,Universe Pharmaceuticals Inc,-74.00%,-0.84%,-15.99%,76.34%,19.15%,0.23%
XBIT,XBiotech Inc,-68.00%,-1.09%,-9.14%,68.48%,6.78%,0.23%
ADRA,Adara Acquisition Corp,2.00%,0.18%,0.46%,0.20%,2.79%,0.22%
AUGX,Augmedix Inc,0.00%,-0.05%,-11.44%,73.31%,17.73%,0.22%
AXLA,Axcella Health Inc,-29.00%,3.80%,9.72%,46.59%,74.07%,0.22%
BKEP,Blueknight Energy Partners L.P.,40.00%,0.27%,2.33%,1.50%,53.67%,0.22%
BNSO,Bonso Electronics International Inc.,-41.00%,-3.12%,15.78%,65.05%,86.95%,0.22%
BEDU,Bright Scholar Education Holdngs Ltd-ADR,-73.00%,2.03%,8.16%,77.50%,68.60%,0.22%
BRLI,Brilliant Acquisition Corp,5.00%,0.10%,0.77%,0.85%,4.89%,0.22%
CAAS,"China Automotive Systems, Inc.",-29.00%,4.59%,7.01%,32.65%,34.09%,0.22%
EFTR,eFFECTOR Therapeutics Inc,-93.00%,-8.37%,-73.57%,98.18%,22.19%,0.22%
FBSI,First Bancshares Inc (Missouri),17.00%,1.49%,6.22%,2.50%,18.58%,0.22%
FEDU,Four Seasons Edu (Cayman) Inc ADR,15.00%,10.20%,23.94%,44.56%,154.29%,0.22%
GCV,Gabelli Convertbl and Incm Scrts Fnd Inc,-11.00%,-3.86%,-3.76%,20.11%,18.52%,0.22%
GHG,GreenTree Hospitality Group Ltd - ADR,-54.00%,1.88%,1.87%,57.32%,23.85%,0.22%
HLN,HALEON PLC - ADR,0.00%,0.00%,0.00%,23.41%,2.84%,0.22%
IMH,"IMPAC Mortgage Holdings, Inc",-75.00%,-0.90%,-26.06%,77.95%,6.53%,0.22%
IFS,Intercorp Financial Services Inc,30.00%,4.21%,3.02%,33.95%,37.78%,0.22%
IPVF,InterPrivate III Financial Partners Inc,0.00%,0.04%,0.20%,1.20%,1.55%,0.22%
IE,Ivanhoe Electric Inc,0.00%,0.00%,0.00%,20.35%,36.80%,0.22%
LMST,Limestone Bancorp Inc,17.00%,-0.10%,-0.39%,18.13%,16.52%,0.22%
MRBK,Meridian Corp,10.00%,4.99%,3.96%,22.39%,21.05%,0.22%
PMD,Psychemedics Corp.,-3.00%,2.81%,4.23%,26.63%,8.65%,0.22%
UBFO,United Security Bancshares,-13.00%,0.63%,-1.38%,18.31%,1.71%,0.22%
ALPA,Alpha Healthcare Acquisition Corp III,0.00%,0.18%,0.40%,3.47%,1.35%,0.21%
ALTU,Altitude Acquisition Corp,1.00%,0.05%,0.08%,4.51%,1.95%,0.21%
AEAC,Authentic Equity Acquisition Corp,2.00%,0.24%,0.56%,0.10%,3.13%,0.21%
